3-D '/T/r/i/d/i/
Lyon_herald 'l/aI//@/n_'h/E/r/@/ld
lyophilic ,l/aI//@/'f/I/l/I/k
lyophilize l/aI/'/A/f/@/,l/aI/z
lyophobic ,l/aI//@/'f/oU/b/I/k
lyotropic ,l/aI//@/'tr/A/p/I/k
Lyra 'l/aI/r/@/
lyrate 'l/aI/r/eI/t
lyrate-lobed 'l/aI/r/eI/t_l/oU/bd
lyre l/aI//-/r
lyre-form l/aI//-/r_f/O/rm
lyre-guitar l/aI//-/r_g/I/'t/A/r
lyre-leaved l/aI//-/r_l/i/vd
lyre-shaped l/aI//-/r_/S//eI/pt
lyrebird 'l/aI//-/r,b/[@]/rd
lyre_back l/aI//-/r_b/&/k
lyre_bat l/aI//-/r_b/&/t
lyre_pheasant l/aI//-/r_'f/E/z/@/nt
lyre_snake l/aI//-/r_sn/eI/k
lyre_tree l/aI//-/r_tr/i/
lyre_turtle l/aI//-/r_'t/[@]/rt/-/l
lyric 'l/I/r/I/k
lyric-writing 'l/I/r/I/k_'r/aI/t/I//N/
lyrical 'l/I/r/i/k/@/l
lyricise 'l/I/r/I/,s/aI/z
lyricism 'l/I/r/I/,s/I/z/@/m
lyricist 'l/I/r/I/s/I/st
lyricize 'l/I/r/I/,s/aI/z
lyric_bass 'l/I/r/I/k_b/&/s
lyric_drama 'l/I/r/I/k_'dr/A/m/@/
lyric_poet 'l/I/r/I/k_'p/oU//I/t
lyric_stage 'l/I/r/I/k_st/eI//dZ/
lyric_tenor 'l/I/r/I/k_'t/E/n/@/r
lyric_theater 'l/I/r/I/k_'/T//i//@/t/@/r
lyriform 'l/aI/r/@/,f/O/rm
lyrism 'l/I/r/I/z/@/m
lyrist 'l/aI//-/r/I/st
Lyrus 'l/aI/r/@/s
Lys l/i/s
Lysander l/aI/'s/&/nd/@/r
Lysandra l/I/'s/&/ndr/@/
lyse l/aI/s
Lysenko l/I/'s/E//N/k/oU/
Lysenkoism l/I/'s/E//N/k/oU/,/I/z/@/m
Lysias 'l/I/s/i//@/s
Lysimachus l/aI/'s/I/m/@/k/@/s
lysimeter l/aI/'s/I/m/I/t/@/r
lysin 'l/aI/s/I/n
lysine 'l/aI/s/i/n
Lysippe l/aI/'s/I/p/i/
Lysippus l/aI/'s/I/p/@/s
lysis 'l/aI/s/I/s
Lysistrata ,l/I/s/I/'str/A/t/@/
Lysol 'l/aI/s/oU/l
lysozyme 'l/aI/s/@/,z/aI/m
lyssophobia ,l/I/s/@/'f/oU/b/i//@/
lythraceous l/I//T/'r/eI//S//@/s
lytic 'l/I/t/I/k
Lytle 'l/aI/t/-/l
lytta 'l/I/t/@/
lyttae 'l/I/t/i/
Lytton 'l/I/t/-/n
Lyubertsy l/j//U/'b/E/Rts/I/
Lyublin 'l/j//U/bl/I/n
m /E/m
M /E/m
M'Ba /-/mb/A/
M'sieur m/@/'s/j//y/
M-14 '/E/m'f/oU/r't/i/n
M-16 '/E/m's/I/ks't/i/n
M-day '/E/m,d/eI/
m-hum /E/m_h/@/m
M-line /E/m_l/aI/n
M-series /E/m_'s/i/r/i/z
M-shaped /E/m_/S//eI/pt
ma m/A/
ma'am mam
Maahmoun_El_Kuzbari m/A/m/u/n_/@/l_'k/u/zb/A/r/i/
maar m/A/r
Maarib m/A//A/'R/i/b
Maat m/@/'/A/t
Mab m/&/b
Mabel 'm/eI/b/@/l
Mableton 'm/eI/b/@/lt/@/n
mac m/&/k
Mac m/&/k
macabre m/@/'k/&/br/@/
macaca m/@/'k/eI/k/@/
macaco m/@/'k/A/k/oU/
macadam m/@/'k/&/d/@/m
macadamia ,m/&/k/@/'d/eI/m/i//@/
Macanese ,m/&/k/@/'n/i/z
Macao m/@/'k/AU/
Macapa m/@/k/@/'p/A/
Macapagal ,m/A/k/A/p/A/'g/A/l
macaque m/@/'k/A/k
Macareus 'm/&/k/@/,r/u/s
macaroni ,m/&/k/@/'r/oU/n/i/
macaronic ,m/&/k/@/'r/A/n/I/k
macaroni_wheat ,m/&/k/@/'r/oU/n/i/_/hw//i/t
macaroon ,m/&/k/@/'r/u/n
MacArthur m/@/k'/A/r/T//@/r
Macassar m/@/'k/&/s/@/r
Macassar_gum m/@/'k/&/s/@/r_g/@/m
Macassar_oil m/@/'k/&/s/@/r_//Oi//l
Macau m/@/'k/AU/
Macaulay m/@/'k/O/l/i/
macaw m/@/'k/A/
Macbeth m/@/k'b/E//T/
Maccabaeus ,m/&/k/@/'b/i//@/s
Maccabean ,m/&/k/@/'b/i//@/n
Maccabees 'm/&/k/@/,b/i/z
maccaboy 'm/&/k/@/,b//Oi//
MacDonald m/@/k'd/A/n/@/ld
Macdonald m/@/k'd/A/n/@/ld
MacDonough m/@/k'd/A/n/@/
MacDowell m/@/k'd/AU//@/l
mace m/eI/s
mace-bearer m/eI/s_'b/(@)/r/@/r
macedoine 'm/&/s/I/,dw/A/n
macedoines ,m/&/s/I/'dw/A/nz
Macedon 'm/&/s/I/,d/A/n
Macedonia ,m/&/s/I/'d/oU/n/i//@/
Macedonian ,m/&/s/I/'d/oU/n/i//@/n
Maceio ,m/A/s/eI/'/O/
macer 'm/eI/s/@/r
macerate 'm/&/s/@/,r/eI/t
mace_butter m/eI/s_'b/@/t/@/r
mace_oil m/eI/s_//Oi//l
macfarlane m/@/k'f/A/rl/I/n
Mach m/A/k
Machabees 'm/&/k/@/,b/i/z
Machaerus m/@/'k/i/r/@/s
machaira m/@/'k/aI/r/@/
machan m/@/'t/S//A/n
Machaon m/@/'k/eI//A/n
Machaut mA'/S//oU/
Machel m/@/'/S//@/l
Machen 'm/&/k/@/n
machera m/@/'k/(@)/r/@/
machete m/@/'/S//E/t/i/
machiavellian ,m/&/k/i//@/'v/E/l/i//@/n
Machiavellian ,m/&/k/i//@/'v/E/l/i//@/n
machicolate m/@/'/tS//I/k/@/,l/eI/t
machicolated m/@/'/tS//I/k/@/,l/eI/t/I/d
machicolation m/@/,/tS//I/k/@/'l/eI/sh/@/n
machicoulis ,m/A//S//I/'k/u/l/i/
machinable m/@/'/S//i/n/@/b/@/l
machinate 'm/&/k/@/,n/eI/t
machination ,m/&/k/@/'n/eI//S//@/n
machine m/@/'/S//i/n
machine-breaking m/@/'/S//i/n_'br/eI/k/I//N/
machine-broken m/@/'/S//i/n_'br/oU/k/@/n
machine-cut m/@/'/S//i/n_k/@/t
machine-driven m/@/'/S//i/n_'dr/I/v/@/n
machine-finished m/@/'/S//i/n_'f/I/n/I//S/t
machine-gun m/@/'/S//i/n_g/@/n
machine-gunning m/@/'/S//i/n_'g/@/n/I//N/
machine-hour m/@/'/S//i/n_/AU/r
machine-knitted m/@/'/S//i/n_'n/I/t/I/d
machine-made m/@/'/S//i/n_m/eI/d
machine-stitch m/@/'/S//i/n_st/I//tS/
machine-woven m/@/'/S//i/n_'w/oU/v/@/n
machine-wrought m/@/'/S//i/n_r/O/t
machinery m/@/'/S//i/n/@/r/i/
machine_binder m/@/'/S//i/n_'b/aI/nd/@/r
machine_bolt m/@/'/S//i/n_b/oU/lt
machine_composition m/@/'/S//i/n_,k/A/mp/@/'z/I//S//@/n
machine_computation m/@/'/S//i/n_,k/A/mp/j//@/'t/eI//S//@/n
machine_cutter m/@/'/S//i/n_'k/@/t/@/r
machine_dresser m/@/'/S//i/n_'dr/E/s/@/r
machine_drill m/@/'/S//i/n_dr/I/l
machine_feeder m/@/'/S//i/n_'f/i/d/@/r
machine_gun m/@/'/S//i/n_g/@/n
machine_gunner m/@/'/S//i/n_'g/@/n/@/r
machine_knife m/@/'/S//i/n_n/aI/f
machine_language m/@/'/S//i/n_'l/&//N/gw/I//dZ/
machine_lapper m/@/'/S//i/n_'l/&/p/@/r
machine_pistol m/@/'/S//i/n_'p/I/st/-/l
machine_politician m/@/'/S//i/n_,p/A/l/I/'t/I//S//@/n
machine_politics m/@/'/S//i/n_'p/A/l/I/t/I/ks
machine_rifle m/@/'/S//i/n_'r/aI/f/@/l
machine_screw m/@/'/S//i/n_skr/u/
machine_shop m/@/'/S//i/n_/S//A/p
machine_stamper m/@/'/S//i/n_'st/&/mp/@/r
machine_stitch m/@/'/S//i/n_st/I//tS/
machine_tool m/@/'/S//i/n_t/u/l
machine_word m/@/'/S//i/n_w/[@]/rd
machinist m/@/'/S//i/n/I/st
machismo m/A/'/tS//I/zm/oU/
Machmeter 'm/A/k,m/i/t/@/r
macho 'm/&/t/S//oU/
machree m/@/'kr/i/
machtpolitik 'm/A/xtp/A/l/I/,t/i/k
Machungo m/&/'/tS//u/n,g/oU/
Machu_Picchu 'm/A//tS//u/_'p/i/k/tS//u/
machzor m/A//x/'z/O/R
machzorim m/A//x/z/O/'R/i/m
Mach_cone m/A/k_k/oU/n
Mach_front m/A/k_fr/@/nt
Mach_one m/A/k_w/@/n
Mach_stem m/A/k_st/E/m
Mach_two m/A/k_t/u/
Mach_wave m/A/k_w/eI/v
macintosh 'm/&/k/I/n,t/A//S/
Macintosh 'm/&/k/I/n,t/A//S/
MacIver m/@/k'/aI/v/@/r
Mackensen 'm/A/k/@/nz/@/n
Mackenzie m/@/'k/E/nz/i/
mackerel 'm/&/k/@/r/@/l
mackerel_bait 'm/&/k/@/r/@/l_b/eI/t
mackerel_bird 'm/&/k/@/r/@/l_b/[@]/rd
mackerel_gull 'm/&/k/@/r/@/l_g/@/l
mackerel_sky 'm/&/k/@/r/@/l_sk/aI/
mackinaw 'm/&/k/@/,n/O/
mackinaw_coat 'm/&/k/@/,n/O/_k/oU/t
MacKinlay m/@/'k/I/nl/i/
Mackintosh 'm/&/k/I/n,t/A//S/
mackintosh 'm/&/k/I/n,t/A//S/
mackle 'm/&/k/@/l
macle 'm/&/k/@/l
Maclear m/@/'kl/i/r
macled 'm/&/k/@/ld
MacLeish m/&/k'l/i//S/
Macleod m/@/'kl/O/d
MacMahon mAkmA'/O/N
Macmillan m/@/k'm/I/l/@/n
MacMonnies m/@/k'm/@/n/i/z
maco 'm/A/k/oU/
macoma m/@/'k/oU/m/@/
Macon 'm/eI/k/@/n
Macoun m/A/'k/O//E/n
Macpherson m/@/k'f/[@]/rs/@/n
macrame m/@/'kr/A/m/i/
Macready m/@/'kr/i/d/i/
macro 'm/&/kr/oU/
macrobiotic ,m/&/kr/oU/b/aI/'/A/t/I/k
macrobiotics ,m/&/kr/oU/b/aI/'/A/t/I/ks
Macrobius m/@/'kr/oU/b/i//@/s
macrocarpa ,m/&/kr/oU/'k/A/rp/@/
macrocarpous ,m/&/kr/oU/'k/A/rp/@/s
macrocephalic ,m/&/kr/oU/s/I/'f/&/l/I/k
macrocephalus ,m/&/kr/oU/'s/E/f/@/l/@/s
macrocephaly ,m/&/kr/oU/'s/E/f/@/l/i/
macroclimate 'm/&/kr/@/,kl/aI/m/I/t
macroclimatic ,m/&/kr/oU/kl/aI/'m/&/t/I/k
macroclimatology ,m/&/kr/oU/,kl/aI/m/@/'t/A/l/@//dZ//i/
macrocosm 'm/&/kr/@/,k/A/z/@/m
macrocyte 'm/&/kr/@/,s/aI/t
macrocytic ,m/&/kr/@/'s/I/t/I/k
macrodome 'm/&/kr/@/,d/oU/m
macrodont 'm/&/kr/@/,d/A/nt
macrodontia ,m/&/kr/@/'d/A/n/S//@/
macroeconomics ,m/&/kr/oU/,/i/k/@/'n/A/m/I/ks
macrogamete ,m/&/kr/oU/'g/&/m/i/t
macrograph 'm/&/kr/@/,gr/&/f
macrographic ,m/&/kr/@/'gr/&/f/I/k
macrography m/@/'kr/A/gr/@/f/i/
macrolecithal ,m/&/kr/oU/'l/E/s/@//T//@/l
macrolinguistics ,m/&/kr/oU/l/I//N/'gw/I/st/I/ks
macrolith 'm/&/kr/@/,l/I//T/
macrometeorological ,m/&/kr/oU/,m/i/t/i//@/r/@/'l/A//dZ//I/k/@/l
macromolecular ,m/&/kr/oU/m/@/'l/E/k/j//@/l/@/r
macromolecule ,m/&/kr/@/'m/A/l/@/,k/j//u/l
macron 'm/eI/kr/A/n
macronucleate ,m/&/kr/oU/'n/u/kl/i//I/t
macronucleus ,m/&/kr/@/'n/u/kl/i//@/s
macrophage 'm/&/kr/@/,f/eI//dZ/
macrophotography ,m/&/kr/oU/f/@/'t/A/gr/@/f/i/
macropod 'm/&/kr/oU/,p/A/d
macropodous m/&/'kr/A/p/@/d/@/s
macropsia m/&/'kr/A/ps/i//@/
macropsy 'm/&/kr/A/ps/i/
macropterous m/&/'kr/A/pt/@/r/@/s
macroptic m/&/'kr/A/pt/I/k
macroscopic ,m/&/kr/@/'sk/A/p/I/k
macrospore 'm/&/kr/@/,sp/oU/r
macrosporic ,m/&/kr/@/'sp/O/r/I/k
macrostomatous ,m/&/kr/@/'st/A/m/@/t/@/s
macrostomia ,m/&/kr/@/'st/oU/m/i//@/
macrostructure 'm/&/kr/oU/,str/@/k/tS//@/r
macrostylous ,m/&/kr/oU/'st/aI/l/@/s
macruran m/@/'kr/U/r/@/n
macula 'm/&/k/j//U/l/@/
maculate/aj 'm/&/k/j//@/l/I/t
maculate/v 'm/&/k/j//@/,l/eI/t
maculation ,m/&/k/j//@/'l/eI//S//@/n
macule 'm/&/k/j//u/l
macumba m/@/'k/U/mb/@/
mad m/&/d
Madagascar ,m/&/d/@/'g/&/sk/@/r
Madagascar_arrowroot ,m/&/d/@/'g/&/sk/@/r_'/&/r/oU/,r/u/t
Madagascar_bean ,m/&/d/@/'g/&/sk/@/r_b/i/n
Madagascar_jasmine ,m/&/d/@/'g/&/sk/@/r_'/dZ//&/zm/I/n
Madagascar_periwinkle ,m/&/d/@/'g/&/sk/@/r_'p/E/r/I/,w/I//N/k/@/l
Madalyn 'm/&/d/-/l/I/n
madam 'm/&/d/@/m
madame m/@/'d/&/m
Madame m/@/'d/A/m
Madang 'm/A/d/A//N/
Madariaga ,m/A//D//A/'R/j//A/g/A/
Madawaska ,m/&/d/@/'w/A/sk/@/
madcap 'm/&/d,k/&/p
madden 'm/&/d/-/n
madder 'm/&/d/@/r
madder_bleach 'm/&/d/@/r_bl/i//tS/
madder_bloom 'm/&/d/@/r_bl/u/m
madder_blue 'm/&/d/@/r_bl/u/
madder_brown 'm/&/d/@/r_br/AU/n
madder_carmine 'm/&/d/@/r_'k/A/rm/I/n
madder_crimson 'm/&/d/@/r_'kr/I/mz/@/n
madder_lake 'm/&/d/@/r_l/eI/k
madder_orange 'm/&/d/@/r_'/O/r/I/n/dZ/
madder_pink 'm/&/d/@/r_p/I//N/k
madder_purple 'm/&/d/@/r_'p/[@]/rp/@/l
madder_red 'm/&/d/@/r_r/E/d
madder_rose 'm/&/d/@/r_r/oU/z
madder_scarlet 'm/&/d/@/r_'sk/A/rl/I/t
madder_violet 'm/&/d/@/r_'v/aI//@/l/I/t
madder_yellow 'm/&/d/@/r_'/j//E/l/oU/
maddest 'm/&/d/I/st
madding 'm/&/d/I//N/
maddish 'm/&/d/I//S/
made m/eI/d
made-beaver m/eI/d_'b/i/v/@/r
made-over m/eI/d_'/oU/v/@/r
made-to-measure 'm/eI/dt/@/'m/E//Z//@/r
made-to-order 'm/eI/dt/u/'/O/rd/@/r
made-up 'm/eI/d'/@/p
Madeira m/@/'d/i//@/r/@/
Madeiravine m/@/'d/i/r/@/,v/aI/n
Madeleine 'm/&/d/-/l/I/n
madeleine 'm/&/d/@/,l/eI/n
mademoiselle ,m/&/d/@/m/@/'z/E/l
Mademoiselle mAdmwA'z/E/l
Maderno m/A/'d/E/Rn/O/
Madero m/A/'/D//E/R/O/
made_eye m/eI/d_/aI/
made_flesh m/eI/d_fl/E//S/
made_for m/eI/d_f/O/r
made_mast m/eI/d_m/&/st
made_public m/eI/d_'p/@/bl/I/k
made_rug m/eI/d_r/@/g
made_sure m/eI/d_/S//U/r
Madge m/&//dZ/
madhouse 'm/&/dh/&//U/s
Madhyamika m/A/d'/j//@/m/I/k/@/
Madian 'm/eI/d/i//@/n
Madill m/@/'d/I/l
Madison 'm/&/d/I/s/@/n
madly 'm/&/dl/i/
Madlyn 'm/&/dl/I/n
madman 'm/&/d,m/&/n
madness 'm/&/dn/I/s
Madoera m/A/'d/u/R/A/
Madonna m/@/'d/A/n/@/
Madonna_lily m/@/'d/A/n/@/_'l/I/l/i/
madras 'm/&/dr/@/s
Madras m/@/'dr/&/s
Madras_gram m/@/'dr/&/s_gr/&/m
Madras_hemp m/@/'dr/&/s_h/E/mp
Madras_thorn m/@/'dr/&/s_/T//O/rn
madre 'm/A//D/R/E/
madrepore 'm/&/dr/@/,p/oU/r
madrepore_glass 'm/&/dr/@/,p/oU/r_gl/&/s
madrepore_marble 'm/&/dr/@/,p/oU/r_'m/A/rb/@/l
madreporite 'm/&/dr/@/,p/oU/r/aI/t
Madrid m/@/'dr/I/d
madrigal 'm/&/dr/@/g/@/l
madrigalian ,m/&/dr/@/'g/&/l/i//@/n
madrigalist 'm/&/dr/@/g/@/l/I/st
Madrilenian ,m/A/dr/@/'l/i/n/i//@/n
madrone m/@/'dr/oU/n/@/
madtom 'm/&/d't/A/m
Madura m/A/'d/U/r/A/
Madurai 'm/&/d/j//U/,r/aI/
Madura_foot m/A/'d/U/r/A/_f/U/t
Madurese ,m/&/d/j//U/'r/i/z
maduro m/@/'d/U/r/oU/
madwoman 'm/&/d,w/U/m/@/n
madwort 'm/&/d,w/[@]/rt
Mae m/eI/
Maeander m/i/'/&/nd/@/r
Maebashi 'm/A//E/'b/A//S//i/
Maebelle m/eI/'b/E/l
Maecenas m/i/'s/i/n/@/s
Mael m/eI/l
maelstrom 'm/eI/lstr/@/m
Maelstrom 'm/eI/lstr/@/m
Maely 'm/eI/l/i/
maenad 'm/i/n/&/d
Maenalus 'm/E/n/-/l/@/s
Maeon 'm/i//A/n
Maera 'm/i/r/@/
maestoso m/aI/'st/oU/s/oU/
Maestricht 'm/A/stR/I//x/t
maestro 'm/aI/str/oU/
Maeterlinck 'm/eI/t/@/r,l/I//N/k
Mae_West m/eI/_w/E/st
Mafeking 'm/A/f/@/,k/I//N/
maffick 'm/&/f/I/k
Mafia 'm/A/f/i//@/
Mafioso ,m/&/f/I/'/oU/s/oU/
maftir m/A/f't/i/R
Mag m/&/g
mag m/&/g
Magallanes ,m/A/g/A/'/j//A/n/E/s
Magangue ,m/A/g/A//N/'g/E/
magazine ,m/&/g/@/'z/i/n
magazinist ,m/&/g/@/'z/i/n/I/st
Magda 'm/&/gd/@/
Magdala 'm/&/gd/@/l/@/
magdalen 'm/&/gd/@/l/I/n
Magdalena ,m/&/gd/@/'l/eI/n/@/
Magdalenian ,m/&/gd/@/'l/i/n/i//@/n
Magdeburg 'm/&/gd/@/,b/[@]/rg
Magdeburg_hemisphere 'm/&/gd/@/,b/[@]/rg_'h/E/m/I/,sf/i/r
Magdeleine mAgd/@/'l/E/n
mage m/eI//dZ/
Magelhanz 'm/&/g/@/l,h/eI/nz
Magellan m/@/'/dZ//E/l/@/n
Magellan_jacket m/@/'/dZ//E/l/@/n_'/dZ//&/k/I/t
Magenta m/@/'/dZ//E/nt/@/
magenta m/@/'/dZ//E/nt/@/
Magen_David m/A/'g/eI/n_d/A/'v/i/d
Maggie 'm/&/g/i/
Maggiore m/@/'/dZ//oU/r/i/
maggot 'm/&/g/@/t
maggot_snipe 'm/&/g/@/t_sn/aI/p
maggot_therapy 'm/&/g/@/t_'/T//E/r/@/p/i/
Magi 'm/eI//dZ//aI/
magi 'm/eI//dZ//aI/
Magian 'm/eI//dZ//i//@/n
magian 'm/eI//dZ//i//@/n
magic 'm/&//dZ//I/k
magical 'm/&//dZ//I/k/@/l
magically 'm/&//dZ//I/kl/i/
magician m/@/'/dZ//I//S//@/n
magic_act 'm/&//dZ//I/k_/&/kt
magic_belt 'm/&//dZ//I/k_b/E/lt
magic_carpet 'm/&//dZ//I/k_'k/A/rp/I/t
magic_circle 'm/&//dZ//I/k_'s/[@]/rk/@/l
magic_formula 'm/&//dZ//I/k_'f/O/rm/j//@/l/@/
magic_lantern 'm/&//dZ//I/k_'l/&/nt/@/rn
magic_lily 'm/&//dZ//I/k_'l/I/l/i/
magic_realism 'm/&//dZ//I/k_'r/i//@/,l/I/z/@/m
magic_realist 'm/&//dZ//I/k_'r/i//@/l/I/st
magic_ring 'm/&//dZ//I/k_r/I//N/
magic_show 'm/&//dZ//I/k_/S//oU/
magic_spell 'm/&//dZ//I/k_sp/E/l
magic_wand 'm/&//dZ//I/k_w/A/nd
Magindanao m/A/,g/i/nd/A/'n/A//oU/
Maginus 'm/&//dZ//@/n/@/s
magisterial ,m/&//dZ//I/'st/i/r/i//@/l
magisterially ,m/&//dZ//I/'st/i/r/i//@/ll/i/
magisterium ,m/&//dZ//I/'st/i//@/r/i//@/m
magistery 'm/&//dZ//I/,st/E/r/i/
magistracy 'm/&//dZ//I/str/@/s/i/
magistral 'm/&//dZ//I/str/@/l
magistral_line 'm/&//dZ//I/str/@/l_l/aI/n
magistrate 'm/&//dZ//I/,str/eI/t
magistratically ,m/&//dZ//I/'str/&/t/I/kl/i/
magistrature 'm/&//dZ//I/,str/eI//tS//@/r
Maglemosean ,m/&/gl/@/'m/oU/s/i//@/n
Maglemosian ,m/&/g/@/l'm/oU/z/i//@/n
maglev 'm/&/gl/E/v
magma 'm/&/gm/@/
magmatic m/&/g'm/&/t/I/k
magma_basalt 'm/&/gm/@/_b/@/'s/O/lt
Magna 'm/&/gn/@/
magnalium m/&/g'n/eI/l/i//@/m
magnanimity ,m/&/gn/@/'n/I/m/I/t/i/
magnanimous m/&/g'n/&/n/@/m/@/s
magnate 'm/&/gn/eI/t
Magna_Carta ,m/&/gn/@/_'k/A/rt/@/
Magna_Charta 'm/&/gn/@/_'k/A/rt/@/
Magna_Graecia 'm/&/gn/@/_'gr/i//S//i//@/
Magna_Mater 'm/A/gn/@/_'m/A/t/E/r
Magnesia m/&/g'n/i//S//i//@/
magnesia m/&/g'n/i//Z//@/
magnesia_magma m/&/g'n/i//Z//@/_'m/&/gm/@/
magnesic m/&/g'n/i/s/I/k
magnesite 'm/&/gn/I/,s/aI/t
magnesium m/&/g'n/i/z/i//@/m
magnesium_chloride m/&/g'n/i/z/i//@/m_'kl/oU/r/aI/d
magnesium_citrate m/&/g'n/i/z/i//@/m_'s/I/tr/eI/t
magnesium_dioxide m/&/g'n/i/z/i//@/m_d/aI/'/A/ks/aI/d
magnesium_flare m/&/g'n/i/z/i//@/m_fl/(@)/r
magnesium_hydroxide m/&/g'n/i/z/i//@/m_h/aI/'dr/A/ks/aI/d
magnesium_light m/&/g'n/i/z/i//@/m_l/aI/t
magnesium_oxide m/&/g'n/i/z/i//@/m_'/A/ks/aI/d
magnesium_peroxide m/&/g'n/i/z/i//@/m_p/@/'r/A/ks/aI/d
magnesium_sulfate m/&/g'n/i/z/i//@/m_'s/@/lf/eI/t
magnet 'm/&/gn/I/t
magnetic m/&/g'n/E/t/I/k
magnetics m/&/g'n/E/t/I/ks
magnetise 'm/&/gn/I/,t/aI/z
magnetism 'm/&/gn/I/,t/I/z/@/m
magnetite 'm/&/gn/I/,t/aI/t
magnetize 'm/&/gn/I/,t/aI/z
magneto m/&/g'n/i/t/oU/
magneto-electric m/&/g,n/i/t/oU//I/'l/E/ktr/i/k
magnetochemistry m/&/g,n/i/t/oU/'k/E/m/I/str/i/
magnetoelectricity m/&/g,n/i/t/oU//I/l/E/k'tr/I/s/I/t/i/
magnetogenerator m/&/g,n/i/t/oU/'/dZ//E/n/@/,r/eI/t/@/r
magnetograph m/&/g'n/i/t/@/,gr/&/f
magnetographic m/&/g,n/i/t/@/'gr/&/f/I/k
magnetohydrodynamic m/&/g,n/i/t/oU/,h/aI/dr/oU/d/aI/'n/&/m/I/k
magnetohydrodynamics m/&/g,n/i/t/oU/,h/aI/dr/oU/d/aI/'n/&/m/I/ks
magnetometer ,m/&/gn/I/'t/A/m/I/t/@/r
magnetometric ,m/&/gn/i/t/oU/'m/E/tr/I/k
magnetomotive m/&/g,n/i/t/oU/'m/oU/t/I/v
magnetomotive_force m/&/g,n/i/t/oU/'m/oU/t/I/v_f/oU/rs
magneton 'm/&/gn/I/,t/A/n
magnetooptic m/&/g,n/i/t/oU/'/A/pt/I/k
magnetooptics m/&/g,n/i/t/oU/'/A/pt/I/ks
magnetosphere m/&/g'n/i/t/@/,sf/i//@/r
magnetostriction m/&/g,n/i/t/oU/'str/I/k/S//@/n
magnetostriction_microphone m/&/g,n/i/t/oU/'str/I/k/S//@/n_'m/aI/kr/@/,f/oU/n
magnetostrictive m/&/g,n/i/t/@/'str/I/kt/I/v
magnetothermoelectricity m/&/g,n/i/t/oU/,/T//[@]/rm/oU//I/l/E/k'tr/I/s/I/t/i/
magnetron 'm/&/gn/I/,tr/A/n
magnet_keeper 'm/&/gn/I/t_'k/i/p/@/r
magnet_school 'm/&/gn/I/t_sk/u/l
magnific m/&/g'n/I/f/I/k
magnifical m/&/g'n/I/f/I/k/@/l
magnificat m/&/g'n/I/f/I/,k/&/t
magnification ,m/&/gn/@/f/@/'k/eI//S//@/n
magnificence m/&/g'n/I/f/I/s/@/ns
magnificent m/&/g'n/I/f/I/s/@/nt
magnificently m/&/g'n/I/f/I/s/@/ntl/i/
magnifico m/&/g'n/I/f/@/,k/oU/
magnify 'm/&/gn/@/,f/aI/
magniloquent m/&/g'n/I/l/@/kw/@/nt
magniloquently m/&/g'n/I/l/@/kw/@/ntl/i/
magnipotent m/&/g'n/I/p/@/t/@/nt
magnisonant m/&/g'n/I/s/@/n/@/nt
Magnitogorsk m/A/gn/I/t/A/'g/O/Rsk
magnitude 'm/&/gn/I/,t/u/d
magnitudinous ,m/&/gn/I/'t/u/d/-/n/@/s
Magnolia m/&/g'n/oU/l/j//@/
magnolia m/&/g'n/oU/l/j//@/
magnoliaceous m/&/g,n/oU/l/i/'/eI//S//@/s
magnox 'm/&/gn/A/ks
magnum 'm/&/gn/@/m
magnum_opus ,m/&/gn/@/m_'/oU/p/@/s
Magnus_Gosta 'm/A//N/n/@/s_'/j//y/st/A/
Magog 'm/eI/g/A/g
magpie 'm/&/g,p/aI/
magpie_diver 'm/&/g,p/aI/_'d/aI/v/@/r
magpie_finch 'm/&/g,p/aI/_f/I/n/tS/
magpie_goose 'm/&/g,p/aI/_g/u/s
Magritte mA'gR/i/t
maguey 'm/&/gw/eI/
magus 'm/eI/g/@/s
Magus 'm/eI/g/@/s
Magyar 'm/&/g/j//A/r
Magyarize 'm/&/g/j//A/,r/aI/z
Magyarorszag 'm/A/d/j//A/R'/O/Rs/A/g
mah'dism 'm/A/diz/@/m
mah-jong m/A/'/dZ//A//N/
Mahabalipuram m/@/'h/A/b/@/l/i/,p/U/r/@/m
Mahadeva m/@/'h/A/'d/eI/v/@/
Mahala m/@/'h/eI/l/@/
mahaleb 'm/A/h/@/,l/E/b
mahaleb_cherry 'm/A/h/@/,l/E/b_'/tS//E/r/i/
Mahalia m/@/'h/eI/l/j//@/
Mahalie m/@/'h/eI/l/i/
Mahamaya m/@/'h/A/'m/A//j//@/
maharaja ,m/A/rh/@/'r/A//dZ//@/
maharajah ,m/A/h/@/'r/A//dZ//@/
maharanee ,m/A/h/@/'r/A/n/i/
maharani ,m/A/h/@/'r/A/n/i/
Maharashtra ,m/A/h/@/'r/A//S/tr/@/
maharishi ,m/A/rh/@/'r/i//S//i/
Mahasamadhi m/@/'h/A/s/@/'m/A/d/i/
mahatma m/@/'h/A/tm/@/
Mahayana ,m/A/h/@/'/j//A/n/@/
mahayanist ,m/A/h/@/'/j//A/n/I/st
Mahdi 'm/A/d/i/
Mahendra m/A/h/E/n'dr/A/
Mahican m/@/'h/i/k/@/n
Mahlon 'm/eI/l/@/n
mahlstick 'm/A/l,st/I/k
Mahmoud_Fawzi m/A/'m/u/d_'f/O/z/i/
Mahmoud_Khiari m/A/m/u/d_k/i/'/A/r/i/
